suburb,year,type,price
Cook,2007,Single residential dwelling,"$409,950"
Cook,2007,–,"$391,000"
Cook,2007,Multiple unit dwelling,"$391,000"
Cook,2007,Multiple unit dwelling,"$385,000"
Cook,2007,Medium density dwelling,"$385,000"
Cook,2007,Multiple unit dwelling,"$380,000"
Cook,2007,Medium density dwelling,"$380,000"
Cook,2007,Single residential dwelling,"$380,000"
Cook,2007,Multiple unit dwelling,"$380,000"
Cook,2007,Multiple unit dwelling,"$375,000"
Cook,2007,–,"$375,000"
Cook,2007,Single residential dwelling,"$375,000"
Cook,2007,–,"$362,000"
Cook,2007,Multiple unit dwelling,"$362,000"
Cook,2007,Multiple unit dwelling,"$358,000"
Cook,2007,Multiple unit dwelling,"$357,000"
Cook,2007,–,"$357,000"
Cook,2007,–,"$345,000"
Cook,2007,Multiple unit dwelling,"$345,000"
Cook,2007,Medium density dwelling,"$341,000"
Cook,2007,–,"$340,000"
Cook,2007,Multiple unit dwelling,"$340,000"
Cook,2007,Multiple unit dwelling,"$340,000"
Cook,2007,Multiple unit dwelling,"$337,500"
Cook,2007,–,"$337,500"
Cook,2007,Medium density dwelling,"$326,000"
Cook,2007,Medium density dwelling,"$325,000"
Cook,2007,Multiple unit dwelling,"$322,000"
Cook,2007,–,"$310,000"
Cook,2007,Multiple unit dwelling,"$310,000"
Cook,2007,Multiple unit dwelling,"$310,000"
Cook,2007,Multiple unit dwelling,"$310,000"
Cook,2007,–,"$307,000"
Cook,2007,–,"$305,000"
Cook,2007,Multiple unit dwelling,"$299,000"
Cook,2007,Multiple unit dwelling,"$295,000"
Cook,2007,–,"$295,000"
Cook,2007,Multiple unit dwelling,"$295,000"
Cook,2007,–,"$292,000"
Cook,2007,Multiple unit dwelling,"$292,000"
Cook,2007,Multiple unit dwelling,"$290,000"
Cook,2007,Multiple unit dwelling,"$280,000"
Cook,2007,Multiple unit dwelling,"$274,500"
Cook,2007,Multiple unit dwelling,"$270,000"
Cook,2007,"Retail;pers-service,eat & d...","$240,000"
Cook,2007,Single residential dwelling,"$200,000"
Cook,2007,Multiple unit dwelling,"$57,500"
Cook,2007,"Retail;pers-service,eat & d...","$50,000"
Cook,2007,Single residential dwelling,$0
Cook,2007,Single residential dwelling,$0
Cook,2007,Medium density dwelling,$0
Cook,2007,Single residential dwelling,$0
Cook,2007,Single residential dwelling,$0
Cook,2007,Single residential dwelling,$0
Cook,2007,Multiple unit dwelling,$0
Cook,2007,Single residential dwelling,$0
Cook,2007,Multiple unit dwelling,$0
Cook,2007,Multiple unit dwelling,$0
Cook,2007,Single residential dwelling,–
Cook,2007,–,–
Cook,2007,Single residential dwelling,–
Cook,2007,Single residential dwelling,–
Cook,2007,Single residential dwelling,–
Cook,2007,Single residential dwelling,–
Cook,2007,Single residential dwelling,–
Cook,2020,Single residential dwelling,"$1,300,000"
Cook,2020,Single residential dwelling,"$1,250,000"
Cook,2020,–,"$1,190,000"
Cook,2020,Single residential dwelling,"$1,180,000"
Cook,2020,Single residential dwelling,"$1,150,000"
Cook,2020,–,"$1,135,000"
Cook,2020,Single residential dwelling,"$1,023,500"
Cook,2020,Single residential dwelling,"$1,008,000"
Cook,2020,Medium density dwelling,"$1,000,000"
Cook,2020,Single residential dwelling,"$981,000"
Cook,2020,Single residential dwelling,"$980,000"
Cook,2020,–,"$939,000"
Cook,2020,Single residential dwelling,"$921,000"
Cook,2020,Single residential dwelling,"$910,000"
Cook,2020,Single residential dwelling,"$900,000"
Cook,2020,Single residential dwelling,"$865,000"
Cook,2020,Multiple unit dwelling,"$822,000"
Cook,2020,–,"$822,000"
Cook,2020,–,"$785,000"
Cook,2020,Single residential dwelling,"$781,000"
Cook,2020,Single residential dwelling,"$750,000"
Cook,2020,Multiple unit dwelling,"$742,500"
Cook,2020,Single residential dwelling,"$740,000"
Cook,2020,–,"$740,000"
Cook,2020,Single residential dwelling,"$735,000"
Cook,2020,Multiple unit dwelling,"$716,000"
Cook,2020,–,"$716,000"
Cook,2020,Multiple unit dwelling,"$700,000"
Cook,2020,Medium density dwelling,"$697,000"
Cook,2020,Single residential dwelling,"$695,000"
Cook,2020,Single residential dwelling,"$690,000"
Cook,2020,Multiple unit dwelling,"$665,000"
Cook,2020,–,"$665,000"
Cook,2020,Multiple unit dwelling,"$664,000"
Cook,2020,Single residential dwelling,"$660,000"
Cook,2020,Single residential dwelling,"$650,000"
Cook,2020,Multiple unit dwelling,"$645,500"
Cook,2020,Multiple unit dwelling,"$600,000"
Cook,2020,Multiple unit dwelling,"$600,000"
Cook,2020,Multiple unit dwelling,"$582,000"
Cook,2020,Multiple unit dwelling,"$565,000"
Cook,2020,–,"$565,000"
Cook,2020,–,"$564,000"
Cook,2020,Multiple unit dwelling,"$564,000"
Cook,2020,Multiple unit dwelling,"$560,000"
Cook,2020,Multiple unit dwelling,"$560,000"
Cook,2020,Multiple unit dwelling,"$542,000"
Cook,2020,–,"$542,000"
Cook,2020,–,"$540,000"
Cook,2020,Multiple unit dwelling,"$540,000"
Cook,2020,–,"$540,000"
Cook,2020,–,"$520,000"
Cook,2020,Multiple unit dwelling,"$520,000"
Cook,2020,Multiple unit dwelling,"$511,000"
Cook,2020,Multiple unit dwelling,"$507,500"
Cook,2020,Multiple unit dwelling,"$470,000"
Cook,2020,Multiple unit dwelling,"$467,000"
Cook,2020,Multiple unit dwelling,"$450,000"
Cook,2020,Multiple unit dwelling,"$380,000"
Cook,2020,Multiple unit dwelling,"$375,000"
Cook,2020,Single residential dwelling,"$190,000"
Cook,2020,Multiple unit dwelling,$0
Cook,2020,Multiple unit dwelling,$0
Cook,2020,Single residential dwelling,$0
Cook,2020,Multiple unit dwelling,$0
Cook,2020,Single residential dwelling,$0
Cook,2020,Single residential dwelling,$0
Cook,2020,Multiple unit dwelling,$0
Crestwood,2007,Factory,"$1,900,000"
Crestwood,2007,Factory,"$680,000"
Crestwood,2007,Factory,"$680,000"
Crestwood,2007,Residence,"$650,000"
Crestwood,2007,Residence,"$563,500"
Crestwood,2007,Residence,"$559,000"
Crestwood,2007,Residence,"$555,000"
Crestwood,2007,Residence,"$550,000"
Crestwood,2007,Residence,"$539,000"
Crestwood,2007,Residence,"$525,000"
Crestwood,2007,Residence,"$515,000"
Crestwood,2007,Residence,"$480,000"
Crestwood,2007,Residence,"$480,000"
Crestwood,2007,Residence,"$479,950"
Crestwood,2007,Residence,"$479,950"
Crestwood,2007,Commercial,"$465,000"
Crestwood,2007,Residence,"$450,818"
Crestwood,2007,Residence,"$448,000"
Crestwood,2007,Residence,"$442,500"
Crestwood,2007,Residence,"$440,000"
Crestwood,2007,Residence,"$440,000"
Crestwood,2007,Residence,"$435,000"
Crestwood,2007,Residence,"$435,000"
Crestwood,2007,Residence,"$430,000"
Crestwood,2007,Residence,"$430,000"
Crestwood,2007,Residence,"$424,000"
Crestwood,2007,Residence,"$415,000"
Crestwood,2007,Residence,"$400,000"
Crestwood,2007,Residence,"$400,000"
Crestwood,2007,Residence,"$399,950"
Crestwood,2007,Residence,"$399,000"
Crestwood,2007,Residence,"$398,000"
Crestwood,2007,Residence,"$385,000"
Crestwood,2007,Residence,"$384,950"
Crestwood,2007,Residence,"$380,000"
Crestwood,2007,Residence,"$380,000"
Crestwood,2007,Residence,"$380,000"
Crestwood,2007,Residence,"$379,950"
Crestwood,2007,Residence,"$379,950"
Crestwood,2007,Residence,"$378,000"
Crestwood,2007,Residence,"$375,000"
Crestwood,2007,Residence,"$375,000"
Crestwood,2007,Residence,"$375,000"
Crestwood,2007,Residence,"$374,950"
Crestwood,2007,Residence,"$374,950"
Crestwood,2007,Residence,"$372,950"
Crestwood,2007,Residence,"$369,950"
Crestwood,2007,Residence,"$369,950"
Crestwood,2007,Residence,"$368,000"
Crestwood,2007,Residence,"$368,000"
Crestwood,2007,Residence,"$367,950"
Crestwood,2007,Residence,"$367,500"
Crestwood,2007,Residence,"$367,500"
Crestwood,2007,Residence,"$367,000"
Crestwood,2007,Residence,"$362,000"
Crestwood,2007,Residence,"$362,000"
Crestwood,2007,Residence,"$360,000"
Crestwood,2007,Residence,"$360,000"
Crestwood,2007,Residence,"$360,000"
Crestwood,2007,Residence,"$360,000"
Crestwood,2007,Residence,"$358,000"
Crestwood,2007,Residence,"$358,000"
Crestwood,2007,Residence,"$357,300"
Crestwood,2007,Residence,"$355,900"
Crestwood,2007,Residence,"$355,900"
Crestwood,2007,Residence,"$355,000"
Crestwood,2007,Residence,"$350,000"
Crestwood,2007,Residence,"$345,000"
Crestwood,2007,Residence,"$343,000"
Crestwood,2007,Residence,"$340,000"
Crestwood,2007,Residence,"$339,000"
Crestwood,2007,Residence,"$331,000"
Crestwood,2007,Residence,"$330,000"
Crestwood,2007,Residence,"$328,000"
Crestwood,2007,Residence,"$325,000"
Crestwood,2007,Home unit,"$320,000"
Crestwood,2007,Residence,"$320,000"
Crestwood,2007,Residence,"$319,900"
Crestwood,2007,Residence,"$315,000"
Crestwood,2007,Residence,"$310,000"
Crestwood,2007,Residence,"$310,000"
Crestwood,2007,Residence,"$307,000"
Crestwood,2007,Residence,"$299,500"
Crestwood,2007,Residence,"$299,000"
Crestwood,2007,Residence,"$297,600"
Crestwood,2007,Residence,"$295,000"
Crestwood,2007,Residence,"$294,000"
Crestwood,2007,Residence,"$292,500"
Crestwood,2007,Residence,"$284,000"
Crestwood,2007,Residence,"$280,000"
Crestwood,2007,Residence,"$280,000"
Crestwood,2007,Residence,"$280,000"
Crestwood,2007,Residence,"$279,000"
Crestwood,2007,Residence,"$279,000"
Crestwood,2007,Residence,"$269,500"
Crestwood,2007,Residence,"$262,500"
Crestwood,2007,Residence,"$262,500"
Crestwood,2007,Residence,"$257,000"
Crestwood,2007,Residence,"$257,000"
Crestwood,2007,Residence,"$255,000"
Crestwood,2007,Residence,"$255,000"
Crestwood,2007,Residence,"$253,000"
Crestwood,2007,Residence,"$253,000"
Crestwood,2007,Residence,"$251,000"
Crestwood,2007,Residence,"$250,000"
Crestwood,2007,Residence,"$249,500"
Crestwood,2007,Residence,"$249,500"
Crestwood,2007,Residence,"$249,000"
Crestwood,2007,Residence,"$249,000"
Crestwood,2007,Residence,"$245,000"
Crestwood,2007,Residence,"$245,000"
Crestwood,2007,Vacant land,"$240,000"
Crestwood,2007,Vacant land,"$229,000"
Crestwood,2007,Residence,"$228,750"
Crestwood,2007,Residence,"$228,750"
Crestwood,2007,Vacant land,"$225,000"
Crestwood,2007,Vacant land,"$225,000"
Crestwood,2007,Residence,"$221,500"
Crestwood,2007,Vacant land,"$220,000"
Crestwood,2007,Residence,"$219,000"
Crestwood,2007,Residence,"$218,675"
Crestwood,2007,Residence,"$216,000"
Crestwood,2007,Residence,"$216,000"
Crestwood,2007,Vacant land,"$215,000"
Crestwood,2007,Residence,"$212,000"
Crestwood,2007,Residence,"$210,000"
Crestwood,2007,Residence,"$210,000"
Crestwood,2007,Residence,"$210,000"
Crestwood,2007,Vacant land,"$210,000"
Crestwood,2007,Residence,"$210,000"
Crestwood,2007,Residence,"$210,000"
Crestwood,2007,Vacant land,"$209,000"
Crestwood,2007,Residence,"$207,000"
Crestwood,2007,Residence,"$205,000"
Crestwood,2007,Residence,"$205,000"
Crestwood,2007,Residence,"$205,000"
Crestwood,2007,Residence,"$205,000"
Crestwood,2007,Residence,"$204,000"
Crestwood,2007,Residence,"$204,000"
Crestwood,2007,–,"$200,500"
Crestwood,2007,Residence,"$198,000"
Crestwood,2007,Residence,"$198,000"
Crestwood,2007,Unit,"$198,000"
Crestwood,2007,Residence,"$197,500"
Crestwood,2007,Residence,"$197,000"
Crestwood,2007,Residence,"$195,500"
Crestwood,2007,Residence,"$195,000"
Crestwood,2007,Residence,"$194,950"
Crestwood,2007,Residence,"$190,000"
Crestwood,2007,Residence,"$189,000"
Crestwood,2007,Residence,"$188,500"
Crestwood,2007,Residence,"$188,000"
Crestwood,2007,Residence,"$187,000"
Crestwood,2007,Residence,"$186,000"
Crestwood,2007,Residence,"$185,000"
Crestwood,2007,Residence,"$185,000"
Crestwood,2007,Residence,"$184,500"
Crestwood,2007,Residence,"$184,500"
Crestwood,2007,Residence,"$182,000"
Crestwood,2007,Residence,"$181,500"
Crestwood,2007,Residence,"$180,000"
Crestwood,2007,Residence,"$180,000"
Crestwood,2007,Residence,"$177,000"
Crestwood,2007,Residence,"$175,500"
Crestwood,2007,Residence,"$175,000"
Crestwood,2007,Residence,"$175,000"
Crestwood,2007,Residence,"$174,000"
Crestwood,2007,Residence,"$170,000"
Crestwood,2007,Residence,"$170,000"
Crestwood,2007,Residence,"$170,000"
Crestwood,2007,Residence,"$162,000"
Crestwood,2007,Residence,"$162,000"
Crestwood,2007,Residence,"$162,000"
Crestwood,2007,Residence,"$162,000"
Crestwood,2007,Residence,"$162,000"
Crestwood,2007,Residence,"$160,000"
Crestwood,2007,Residence,"$160,000"
Crestwood,2007,Residence,"$157,500"
Crestwood,2007,Residence,"$157,500"
Crestwood,2007,Residence,"$150,000"
Crestwood,2007,–,"$144,500"
Crestwood,2007,Residence,"$140,000"
Crestwood,2007,Residence,"$140,000"
Crestwood,2007,Residence,"$138,000"
Crestwood,2007,Residence,"$135,000"
Crestwood,2007,Residence,"$135,000"
Crestwood,2007,Residence,"$135,000"
Crestwood,2007,Residence,"$135,000"
Crestwood,2007,Residence,"$130,000"
Crestwood,2007,Residence,"$128,000"
Crestwood,2007,Residence,"$128,000"
Crestwood,2007,Residence,"$120,000"
Crestwood,2007,Residence,"$120,000"
Crestwood,2007,Residence,"$119,000"
Crestwood,2007,Residence,"$119,000"
Crestwood,2007,Residence,"$115,000"
Crestwood,2007,Residence,"$115,000"
Crestwood,2007,Residence,"$112,000"
Crestwood,2007,Residence,"$112,000"
Crestwood,2007,Residence,"$105,000"
Crestwood,2007,Residence,"$105,000"
Crestwood,2007,Residence,"$100,000"
Crestwood,2007,Residence,"$100,000"
Crestwood,2007,Residence,"$100,000"
Crestwood,2007,Residence,"$95,000"
Crestwood,2007,Residence,"$90,000"
Crestwood,2007,Residence,"$90,000"
Crestwood,2007,Residence,"$52,500"
Crestwood,2007,Residence,"$52,500"
Crestwood,2007,Residence,"$11,500"
Crestwood,2020,Commercial,"$1,650,000"
Crestwood,2020,Residence,"$950,000"
Crestwood,2020,Residence,"$875,000"
Crestwood,2020,Commercial,"$860,000"
Crestwood,2020,Residence,"$800,000"
Crestwood,2020,Residence,"$785,000"
Crestwood,2020,Residence,"$765,000"
Crestwood,2020,Residence,"$750,000"
Crestwood,2020,Residence,"$750,000"
Crestwood,2020,Residence,"$742,000"
Crestwood,2020,Residence,"$730,000"
Crestwood,2020,–,"$730,000"
Crestwood,2020,Residence,"$685,000"
Crestwood,2020,Residence,"$685,000"
Crestwood,2020,Residence,"$680,000"
Crestwood,2020,Residence,"$670,000"
Crestwood,2020,Residence,"$669,000"
Crestwood,2020,Residence,"$650,000"
Crestwood,2020,Residence,"$650,000"
Crestwood,2020,Residence,"$650,000"
Crestwood,2020,Residence,"$645,000"
Crestwood,2020,Residence,"$630,000"
Crestwood,2020,Residence,"$625,000"
Crestwood,2020,Residence,"$625,000"
Crestwood,2020,Residence,"$625,000"
Crestwood,2020,Residence,"$622,000"
Crestwood,2020,Residence,"$620,000"
Crestwood,2020,Residence,"$617,500"
Crestwood,2020,Residence,"$610,000"
Crestwood,2020,Residence,"$600,000"
Crestwood,2020,Residence,"$585,000"
Crestwood,2020,Residence,"$580,000"
Crestwood,2020,–,"$580,000"
Crestwood,2020,Residence,"$580,000"
Crestwood,2020,Residence,"$580,000"
Crestwood,2020,Residence,"$575,000"
Crestwood,2020,Residence,"$570,000"
Crestwood,2020,Residence,"$570,000"
Crestwood,2020,Residence,"$550,000"
Crestwood,2020,Residence,"$530,050"
Crestwood,2020,Residence,"$520,000"
Crestwood,2020,–,"$520,000"
Crestwood,2020,Residence,"$510,000"
Crestwood,2020,Residence,"$507,000"
Crestwood,2020,Residence,"$500,000"
Crestwood,2020,Residence,"$500,000"
Crestwood,2020,Residence,"$481,000"
Crestwood,2020,Residence,"$475,000"
Crestwood,2020,Commercial,"$470,250"
Crestwood,2020,Residence,"$465,000"
Crestwood,2020,Residence,"$465,000"
Crestwood,2020,–,"$465,000"
Crestwood,2020,Residence,"$462,000"
Crestwood,2020,Residence,"$460,000"
Crestwood,2020,Residence,"$460,000"
Crestwood,2020,Residence,"$445,000"
Crestwood,2020,Residence,"$445,000"
Crestwood,2020,–,"$442,500"
Crestwood,2020,Residence,"$440,000"
Crestwood,2020,Residence,"$430,000"
Crestwood,2020,Commercial,"$429,000"
Crestwood,2020,Residence,"$420,000"
Crestwood,2020,Vacant land,"$415,000"
Crestwood,2020,–,"$407,000"
Crestwood,2020,Residence,"$400,000"
Crestwood,2020,Residence,"$388,000"
Crestwood,2020,Residence,"$386,000"
Crestwood,2020,Residence,"$385,000"
Crestwood,2020,Residence,"$380,000"
Crestwood,2020,–,"$365,000"
Crestwood,2020,Residence,"$360,000"
Crestwood,2020,Residence,"$350,000"
Crestwood,2020,Residence,"$350,000"
Crestwood,2020,Residence,"$346,000"
Crestwood,2020,–,"$346,000"
Crestwood,2020,Vacant land,"$338,000"
Crestwood,2020,–,"$337,500"
Crestwood,2020,Residence,"$330,000"
Crestwood,2020,–,"$320,000"
Crestwood,2020,Residence,"$320,000"
Crestwood,2020,Residence,"$303,000"
Crestwood,2020,Residence,"$279,000"
Crestwood,2020,Vacant land,"$274,000"
Crestwood,2020,Residence,"$269,000"
Crestwood,2020,Residence,"$267,000"
Crestwood,2020,Residence,"$265,000"
Crestwood,2020,Residence,"$265,000"
Crestwood,2020,Residence,"$263,000"
Crestwood,2020,Residence,"$260,000"
Crestwood,2020,Residence,"$260,000"
Crestwood,2020,Residence,"$258,500"
Crestwood,2020,Residence,"$255,000"
Crestwood,2020,Residence,"$255,000"
Crestwood,2020,Commercial,"$250,000"
Crestwood,2020,Residence,"$250,000"
Crestwood,2020,Residence,"$250,000"
Crestwood,2020,Residence,"$248,500"
Crestwood,2020,Commercial,"$247,500"
Crestwood,2020,Residence,"$245,000"
Crestwood,2020,Residence,"$245,000"
Crestwood,2020,Residence,"$245,000"
Crestwood,2020,Residence,"$244,000"
Crestwood,2020,Residence,"$243,000"
Crestwood,2020,Residence,"$240,000"
Crestwood,2020,Residence,"$240,000"
Crestwood,2020,Residence,"$240,000"
Crestwood,2020,–,"$240,000"
Crestwood,2020,Residence,"$235,000"
Crestwood,2020,Commercial,"$231,500"
Crestwood,2020,–,"$231,500"
Crestwood,2020,Residence,"$230,000"
Crestwood,2020,–,"$225,000"
Crestwood,2020,Residence,"$220,000"
Crestwood,2020,Residence,"$218,000"
Crestwood,2020,Residence,"$218,000"
Crestwood,2020,Residence,"$217,000"
Crestwood,2020,Residence,"$215,000"
Crestwood,2020,Residence,"$215,000"
Crestwood,2020,Residence,"$210,000"
Crestwood,2020,Residence,"$210,000"
Crestwood,2020,Residence,"$208,000"
Crestwood,2020,–,"$205,000"
Crestwood,2020,Residence,"$205,000"
Crestwood,2020,Residence,"$201,000"
Crestwood,2020,Residence,"$200,000"
Crestwood,2020,Residence,"$200,000"
Crestwood,2020,Residence,"$199,500"
Crestwood,2020,Residence,"$199,500"
Crestwood,2020,Residence,"$193,000"
Crestwood,2020,Residence,"$185,000"
Crestwood,2020,Residence,"$185,000"
Crestwood,2020,Residence,"$174,000"
Crestwood,2020,Residence,"$168,000"
Crestwood,2020,Residence,"$167,500"
Crestwood,2020,–,"$167,000"
Crestwood,2020,Residence,"$165,000"
Crestwood,2020,Residence,"$165,000"
Crestwood,2020,–,"$165,000"
Crestwood,2020,–,"$152,000"
Crestwood,2020,Residence,"$152,000"
Crestwood,2020,Residence,"$150,000"
Crestwood,2020,Residence,"$150,000"
Crestwood,2020,Residence,"$143,000"
Crestwood,2020,Residence,"$140,000"
Crestwood,2020,–,"$130,000"
Crestwood,2020,Residence,"$98,200"
Crestwood,2020,Residence,$1
Crestwood,2020,Factory,$1
Curtin,2007,Multi unit development (res...,"$3,025,000"
Curtin,2007,Single residential dwelling,"$1,503,500"
Curtin,2007,Single residential dwelling,"$1,376,000"
Curtin,2007,Single residential dwelling,"$1,275,000"
Curtin,2007,Single residential dwelling,"$1,200,000"
Curtin,2007,Residential,"$1,160,000"
Curtin,2007,Medical practice,"$1,000,000"
Curtin,2007,Single residential dwelling,"$1,000,000"
Curtin,2007,Single residential dwelling,"$930,000"
Curtin,2007,Single residential dwelling...,"$920,000"
Curtin,2007,Single residential dwelling,"$900,000"
Curtin,2007,Single residential dwelling,"$795,000"
Curtin,2007,–,"$780,000"
Curtin,2007,Single residential dwelling,"$777,500"
Curtin,2007,Single residential dwelling,"$770,000"
Curtin,2007,Single residential dwelling,"$770,000"
Curtin,2007,Single residential dwelling,"$765,000"
Curtin,2007,Single residential dwelling,"$757,500"
Curtin,2007,Single residential dwelling,"$740,000"
Curtin,2007,Single residential dwelling,"$720,000"
Curtin,2007,Single residential dwelling,"$710,000"
Curtin,2007,–,"$695,000"
Curtin,2007,Single residential dwelling,"$671,000"
Curtin,2007,Single residential dwelling,"$665,000"
Curtin,2007,Single residential dwelling,"$657,500"
Curtin,2007,Multiple unit dwelling,"$655,000"
Curtin,2007,–,"$655,000"
Curtin,2007,Single residential dwelling,"$652,000"
Curtin,2007,Single residential dwelling,"$650,000"
Curtin,2007,Single residential dwelling,"$650,000"
Curtin,2007,Single residential dwelling,"$650,000"
Curtin,2007,Single residential dwelling,"$650,000"
Curtin,2007,Single residential dwelling,"$640,000"
Curtin,2007,–,"$640,000"
Curtin,2007,Single residential dwelling,"$640,000"
Curtin,2007,Single residential dwelling,"$635,000"
Curtin,2007,–,"$635,000"
Curtin,2007,Single residential dwelling,"$635,000"
Curtin,2007,Single residential dwelling,"$630,000"
Curtin,2007,Single residential dwelling,"$620,000"
Curtin,2007,Single residential dwelling,"$615,000"
Curtin,2007,Single residential dwelling,"$600,000"
Curtin,2007,Multiple unit dwelling,"$580,000"
Curtin,2007,–,"$577,500"
Curtin,2007,Single residential dwelling,"$570,000"
Curtin,2007,Single residential dwelling,"$561,000"
Curtin,2007,Single residential dwelling,"$558,000"
Curtin,2007,Single residential dwelling,"$556,000"
Curtin,2007,Single residential dwelling,"$556,000"
Curtin,2007,Single residential dwelling,"$552,500"
Curtin,2007,Single residential dwelling,"$550,000"
Curtin,2007,Single residential dwelling,"$550,000"
Curtin,2007,–,"$550,000"
Curtin,2007,Single residential dwelling,"$550,000"
Curtin,2007,Single residential dwelling,"$550,000"
Curtin,2007,Single residential dwelling,"$549,000"
Curtin,2007,Single residential dwelling,"$546,000"
Curtin,2007,Single residential dwelling,"$545,000"
Curtin,2007,Single residential dwelling,"$540,000"
Curtin,2007,–,"$540,000"
Curtin,2007,Multiple unit dwelling,"$539,950"
Curtin,2007,Medium density dwelling,"$539,000"
Curtin,2007,Single residential dwelling,"$535,000"
Curtin,2007,Single residential dwelling,"$533,000"
Curtin,2007,Single residential dwelling,"$530,000"
Curtin,2007,Single residential dwelling,"$530,000"
Curtin,2007,Single residential dwelling,"$525,000"
Curtin,2007,Multiple unit dwelling,"$525,000"
Curtin,2007,–,"$525,000"
Curtin,2007,Single residential dwelling,"$520,250"
Curtin,2007,Single residential dwelling,"$519,000"
Curtin,2007,For residential purposes only,"$517,500"
Curtin,2007,Single residential dwelling,"$516,000"
Curtin,2007,Single residential dwelling,"$515,000"
Curtin,2007,Single residential dwelling,"$515,000"
Curtin,2007,Single residential dwelling,"$510,000"
Curtin,2007,Single residential dwelling,"$507,750"
Curtin,2007,Single residential dwelling,"$506,000"
Curtin,2007,Single residential dwelling,"$506,000"
Curtin,2007,Single residential dwelling,"$505,000"
Curtin,2007,Single residential dwelling,"$500,500"
Curtin,2007,Single residential dwelling,"$500,000"
Curtin,2007,Single residential dwelling,"$495,000"
Curtin,2007,Single residential dwelling,"$495,000"
Curtin,2007,–,"$492,500"
Curtin,2007,Multiple unit dwelling,"$492,500"
Curtin,2007,Single residential dwelling,"$485,000"
Curtin,2007,Single residential dwelling,"$485,000"
Curtin,2007,–,"$482,500"
Curtin,2007,Single residential dwelling,"$482,000"
Curtin,2007,Single residential dwelling,"$482,000"
Curtin,2007,Single residential dwelling,"$478,000"
Curtin,2007,Single residential dwelling,"$475,000"
Curtin,2007,Medium density dwelling,"$475,000"
Curtin,2007,Single residential dwelling,"$465,000"
Curtin,2007,Single residential dwelling,"$455,000"
Curtin,2007,Single residential dwelling,"$450,000"
Curtin,2007,Single residential dwelling,"$449,000"
Curtin,2007,Single residential dwelling,"$445,000"
Curtin,2007,Single residential dwelling,"$445,000"
Curtin,2007,Single residential dwelling,"$437,000"
Curtin,2007,–,"$430,000"
Curtin,2007,Multiple unit dwelling,"$430,000"
Curtin,2007,Single residential dwelling,"$407,000"
Curtin,2007,Single residential dwelling,"$402,000"
Curtin,2007,Multiple unit dwelling,"$385,000"
Curtin,2007,Medium density dwelling,"$372,000"
Curtin,2007,Multiple unit dwelling,"$365,100"
Curtin,2007,Single residential dwelling,"$362,000"
Curtin,2007,Multiple unit dwelling,"$349,000"
Curtin,2007,–,"$345,000"
Curtin,2007,Single residential dwelling,"$313,333"
Curtin,2007,"Office,professional suite","$300,000"
Curtin,2007,Multiple unit dwelling,"$274,500"
Curtin,2007,–,"$270,000"
Curtin,2007,Single residential dwelling,"$265,000"
Curtin,2007,Multiple unit dwelling,"$265,000"
Curtin,2007,–,"$265,000"
Curtin,2007,Multiple unit dwelling,"$260,000"
Curtin,2007,Multiple unit dwelling,"$259,000"
Curtin,2007,Multiple unit dwelling,"$259,000"
Curtin,2007,–,"$259,000"
Curtin,2007,Multiple unit dwelling,"$250,000"
Curtin,2007,–,"$249,000"
Curtin,2007,Multiple unit dwelling,"$249,000"
Curtin,2007,Multiple unit dwelling,"$245,000"
Curtin,2007,–,"$245,000"
Curtin,2007,–,"$245,000"
Curtin,2007,Multiple unit dwelling,"$245,000"
Curtin,2007,Multiple unit dwelling,"$240,000"
Curtin,2007,Single residential dwelling,"$212,500"
Curtin,2007,Multiple unit dwelling,"$205,000"
Curtin,2007,–,"$171,500"
Curtin,2007,Multiple unit dwelling,"$171,500"
Curtin,2007,–,"$170,000"
Curtin,2007,Multiple unit dwelling,"$170,000"
Curtin,2007,Multiple unit dwelling,"$90,000"
Curtin,2007,Multiple unit dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Medium density dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Multiple unit dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,$0
Curtin,2007,Single residential dwelling,–
Curtin,2007,Single residential dwelling,–
Curtin,2007,Single residential dwelling,–
Curtin,2007,Single residential dwelling,–
Curtin,2007,Single residential dwelling,–
Curtin,2007,Single residential dwelling,–
Curtin,2007,Single residential dwelling,–
