suburb,year,type,price
Banks,2007,Single residential dwelling,"$614,000"
Banks,2007,Single residential dwelling,"$612,000"
Banks,2007,Single residential dwelling,"$600,000"
Banks,2007,Single residential dwelling,"$595,000"
Banks,2007,Single residential dwelling,"$595,000"
Banks,2007,Single residential dwelling,"$595,000"
Banks,2007,–,"$590,000"
Banks,2007,Single residential dwelling,"$590,000"
Banks,2007,Single residential dwelling,"$590,000"
Banks,2007,–,"$585,000"
Banks,2007,Single residential dwelling,"$580,000"
Banks,2007,Single residential dwelling,"$575,000"
Banks,2007,–,"$575,000"
Banks,2007,Single residential dwelling,"$575,000"
Banks,2007,Single residential dwelling,"$575,000"
Banks,2007,Single residential dwelling,"$570,000"
Banks,2007,Single residential dwelling,"$560,000"
Banks,2007,Single residential dwelling,"$560,000"
Banks,2007,Single residential dwelling,"$554,300"
Banks,2007,Single residential dwelling,"$550,000"
Banks,2007,–,"$545,000"
Banks,2007,Single residential dwelling,"$545,000"
Banks,2007,Single residential dwelling,"$545,000"
Banks,2007,Single residential dwelling,"$540,000"
Banks,2007,Single residential dwelling,"$535,000"
Banks,2007,Single residential dwelling,"$530,000"
Banks,2007,Single residential dwelling,"$530,000"
Banks,2007,Single residential dwelling,"$505,000"
Banks,2007,Single residential dwelling,"$490,000"
Banks,2007,Single residential dwelling,"$482,500"
Banks,2007,Single residential dwelling,"$479,950"
Banks,2007,Single residential dwelling,"$475,000"
Banks,2007,Single residential dwelling,"$465,000"
Banks,2007,Single residential dwelling,"$458,000"
Banks,2007,Single residential dwelling,"$455,000"
Banks,2007,Single residential dwelling,"$450,000"
Banks,2007,Single residential dwelling,"$447,500"
Banks,2007,Single residential dwelling,"$440,000"
Banks,2007,Single residential dwelling,"$440,000"
Banks,2007,Single residential dwelling,"$435,000"
Banks,2007,Single residential dwelling,"$430,000"
Banks,2007,Medium density dwelling,"$425,000"
Banks,2007,Single residential dwelling,"$420,000"
Banks,2007,Single residential dwelling,"$415,000"
Banks,2007,Single residential dwelling,"$415,000"
Banks,2007,Single residential dwelling,"$415,000"
Banks,2007,Single residential dwelling,"$410,000"
Banks,2007,Single residential dwelling,"$410,000"
Banks,2007,Single residential dwelling,"$400,000"
Banks,2007,Single residential dwelling,"$396,000"
Banks,2007,Single residential dwelling,"$395,000"
Banks,2007,Single residential dwelling,"$390,000"
Banks,2007,Single residential dwelling,"$385,000"
Banks,2007,Multiple unit dwelling,"$385,000"
Banks,2007,Medium density dwelling,"$380,000"
Banks,2007,Multiple unit dwelling,"$378,000"
Banks,2007,Single residential dwelling,"$375,000"
Banks,2007,Single residential dwelling,"$375,000"
Banks,2007,Single residential dwelling,"$371,000"
Banks,2007,Single residential dwelling,"$371,000"
Banks,2007,Multiple unit dwelling,"$368,500"
Banks,2007,Multiple unit dwelling,"$367,500"
Banks,2007,Medium density dwelling,"$365,000"
Banks,2007,Single residential dwelling,"$362,250"
Banks,2007,Single residential dwelling,"$362,000"
Banks,2007,–,"$360,000"
Banks,2007,Multiple unit dwelling,"$359,950"
Banks,2007,Single residential dwelling,"$355,000"
Banks,2007,Cottage block,"$355,000"
Banks,2007,Single residential dwelling,"$355,000"
Banks,2007,Single residential dwelling,"$355,000"
Banks,2007,Medium density dwelling,"$351,000"
Banks,2007,Multiple unit dwelling,"$350,000"
Banks,2007,Single residential dwelling,"$350,000"
Banks,2007,Single residential dwelling,"$350,000"
Banks,2007,Single residential dwelling,"$350,000"
Banks,2007,Cottage block,"$346,000"
Banks,2007,Medium density dwelling,"$345,000"
Banks,2007,Single residential dwelling,"$345,000"
Banks,2007,Medium density dwelling,"$342,500"
Banks,2007,Multiple unit dwelling,"$340,000"
Banks,2007,–,"$340,000"
Banks,2007,Single residential dwelling,"$340,000"
Banks,2007,Multiple unit dwelling,"$339,000"
Banks,2007,–,"$339,000"
Banks,2007,Medium density dwelling,"$338,500"
Banks,2007,Multiple unit dwelling,"$338,000"
Banks,2007,Medium density dwelling,"$337,000"
Banks,2007,Medium density dwelling,"$335,000"
Banks,2007,Medium density dwelling,"$333,000"
Banks,2007,Multiple unit dwelling,"$332,000"
Banks,2007,Single residential dwelling,"$331,500"
Banks,2007,Medium density dwelling,"$330,000"
Banks,2007,Multiple unit dwelling,"$330,000"
Banks,2007,Medium density dwelling,"$330,000"
Banks,2007,Single residential dwelling,"$330,000"
Banks,2007,Medium density dwelling,"$330,000"
Banks,2007,Medium density dwelling,"$329,950"
Banks,2007,–,"$328,000"
Banks,2007,Multiple unit dwelling,"$327,500"
Banks,2007,Cottage block,"$327,000"
Banks,2007,Single residential dwelling,"$325,000"
Banks,2007,Cottage block,"$325,000"
Banks,2007,Multiple unit dwelling,"$325,000"
Banks,2007,Multiple unit dwelling,"$323,000"
Banks,2007,Cottage block,"$320,000"
Banks,2007,Medium density dwelling,"$320,000"
Banks,2007,Medium density dwelling,"$320,000"
Banks,2007,Multiple unit dwelling,"$320,000"
Banks,2007,Multiple unit dwelling,"$320,000"
Banks,2007,Multiple unit dwelling,"$320,000"
Banks,2007,Medium density dwelling,"$320,000"
Banks,2007,Cottage block,"$319,950"
Banks,2007,Cottage block,"$319,000"
Banks,2007,Single residential dwelling,"$317,500"
Banks,2007,Medium density dwelling,"$315,000"
Banks,2007,Cottage block,"$315,000"
Banks,2007,Medium density dwelling,"$314,100"
Banks,2007,Multiple unit dwelling,"$312,000"
Banks,2007,Multiple unit dwelling,"$310,000"
Banks,2007,Medium density dwelling,"$310,000"
Banks,2007,Cottage block,"$310,000"
Banks,2007,Multiple unit dwelling,"$309,500"
Banks,2007,Multiple unit dwelling,"$309,500"
Banks,2007,Multiple unit dwelling,"$309,000"
Banks,2007,–,"$309,000"
Banks,2007,Multiple unit dwelling,"$305,000"
Banks,2007,–,"$301,950"
Banks,2007,Multiple unit dwelling,"$301,950"
Banks,2007,Multiple unit dwelling,"$300,500"
Banks,2007,Cottage block,"$300,000"
Banks,2007,Medium density dwelling,"$300,000"
Banks,2007,Medium density dwelling,"$300,000"
Banks,2007,Medium density dwelling,"$295,000"
Banks,2007,Medium density dwelling,"$295,000"
Banks,2007,Medium density dwelling,"$295,000"
Banks,2007,Multiple unit dwelling,"$293,500"
Banks,2007,Cottage block,"$291,000"
Banks,2007,Multiple unit dwelling,"$290,000"
Banks,2007,Multiple unit dwelling,"$285,000"
Banks,2007,Multiple unit dwelling,"$285,000"
Banks,2007,Multiple unit dwelling,"$280,500"
Banks,2007,–,"$280,000"
Banks,2007,Single residential dwelling,"$271,000"
Banks,2007,Multiple unit dwelling,"$260,000"
Banks,2007,Single residential dwelling,"$250,000"
Banks,2007,Single residential dwelling,"$250,000"
Banks,2007,Single residential dwelling,"$250,000"
Banks,2007,Single residential dwelling,"$200,000"
Banks,2007,Single residential dwelling,"$194,000"
Banks,2007,Single residential dwelling,"$173,500"
Banks,2007,Single residential dwelling,"$173,500"
Banks,2007,Single residential dwelling,"$172,500"
Banks,2007,Single residential dwelling,"$160,000"
Banks,2007,Cottage block,"$150,000"
Banks,2007,Medium density dwelling,"$150,000"
Banks,2007,Cottage block,"$100,000"
Banks,2007,Single residential dwelling,$0
Banks,2007,Single residential dwelling,$0
Banks,2007,Medium density dwelling,$0
Banks,2007,Medium density dwelling,$0
Banks,2007,Single residential dwelling,$0
Banks,2007,Medium density dwelling,$0
Banks,2007,Medium density dwelling,$0
Banks,2007,Single residential dwelling,$0
Banks,2007,Single residential dwelling,$0
Banks,2007,Medium density dwelling,$0
Banks,2007,Single residential dwelling,$0
Banks,2007,Single residential dwelling,$0
Banks,2007,Medium density dwelling,$0
Banks,2007,Medium density dwelling,–
Banks,2007,Medium density dwelling,–
Banks,2007,Single residential dwelling,–
Banks,2007,–,–
Banks,2007,Single residential dwelling,–
Banks,2007,Medium density dwelling,–
Banks,2007,–,–
Banks,2007,Single residential dwelling,–
Banks,2007,Single residential dwelling,–
Banks,2007,Medium density dwelling,–
Banks,2007,Medium density dwelling,–
Banks,2007,–,–
Banks,2007,Medium density dwelling,–
Banks,2007,Single residential dwelling,–
Banks,2007,Single residential dwelling...,–
Banks,2007,–,–
Banks,2020,–,"$1,210,000"
Banks,2020,Single residential dwelling,"$1,187,500"
Banks,2020,Single residential dwelling,"$1,100,000"
Banks,2020,Single residential dwelling,"$1,050,000"
Banks,2020,Single residential dwelling,"$885,000"
Banks,2020,Single residential dwelling,"$872,650"
Banks,2020,Single residential dwelling,"$869,000"
Banks,2020,Single residential dwelling,"$845,000"
Banks,2020,Single residential dwelling,"$825,000"
Banks,2020,Single residential dwelling,"$820,000"
Banks,2020,Single residential dwelling,"$807,000"
Banks,2020,Single residential dwelling,"$791,500"
Banks,2020,–,"$780,000"
Banks,2020,Single residential dwelling,"$780,000"
Banks,2020,Single residential dwelling,"$780,000"
Banks,2020,Single residential dwelling,"$776,000"
Banks,2020,–,"$775,000"
Banks,2020,Single residential dwelling,"$770,000"
Banks,2020,Single residential dwelling,"$735,000"
Banks,2020,–,"$730,000"
Banks,2020,–,"$727,000"
Banks,2020,Single residential dwelling,"$726,000"
Banks,2020,Single residential dwelling,"$706,000"
Banks,2020,Single residential dwelling,"$700,000"
Banks,2020,Single residential dwelling,"$700,000"
Banks,2020,Single residential dwelling,"$700,000"
Banks,2020,Single residential dwelling,"$675,000"
Banks,2020,Single residential dwelling,"$665,000"
Banks,2020,Single residential dwelling,"$665,000"
Banks,2020,–,"$655,000"
Banks,2020,Single residential dwelling,"$654,500"
Banks,2020,Single residential dwelling,"$650,000"
Banks,2020,Single residential dwelling,"$650,000"
Banks,2020,Single residential dwelling,"$650,000"
Banks,2020,Single residential dwelling,"$650,000"
Banks,2020,Single residential dwelling,"$650,000"
Banks,2020,Single residential dwelling,"$645,000"
Banks,2020,Single residential dwelling,"$640,000"
Banks,2020,Single residential dwelling,"$630,000"
Banks,2020,Single residential dwelling,"$630,000"
Banks,2020,Single residential dwelling,"$620,000"
Banks,2020,Single residential dwelling,"$615,000"
Banks,2020,Single residential dwelling,"$610,000"
Banks,2020,Single residential dwelling,"$610,000"
Banks,2020,Multiple unit dwelling,"$610,000"
Banks,2020,Single residential dwelling,"$610,000"
Banks,2020,Single residential dwelling,"$605,150"
Banks,2020,Single residential dwelling,"$595,000"
Banks,2020,Single residential dwelling,"$590,000"
Banks,2020,Multiple unit dwelling,"$585,000"
Banks,2020,Single residential dwelling,"$585,000"
Banks,2020,Medium density dwelling,"$580,000"
Banks,2020,Multiple unit dwelling,"$580,000"
Banks,2020,Multiple unit dwelling,"$575,000"
Banks,2020,–,"$571,000"
Banks,2020,Single residential dwelling,"$565,000"
Banks,2020,Medium density dwelling,"$560,000"
Banks,2020,Single residential dwelling,"$558,000"
Banks,2020,–,"$550,000"
Banks,2020,Single residential dwelling,"$545,000"
Banks,2020,Single residential dwelling,"$545,000"
Banks,2020,Single residential dwelling,"$540,000"
Banks,2020,Medium density dwelling,"$539,000"
Banks,2020,Medium density dwelling,"$535,000"
Banks,2020,Multiple unit dwelling,"$535,000"
Banks,2020,Medium density dwelling,"$535,000"
Banks,2020,Single residential dwelling,"$532,000"
Banks,2020,Multiple unit dwelling,"$530,000"
Banks,2020,Multiple unit dwelling,"$530,000"
Banks,2020,Cottage block,"$525,000"
Banks,2020,Multiple unit dwelling,"$523,000"
Banks,2020,Cottage block,"$523,000"
Banks,2020,Medium density dwelling,"$520,000"
Banks,2020,Multiple unit dwelling,"$515,500"
Banks,2020,Medium density dwelling,"$515,000"
Banks,2020,Medium density dwelling,"$510,250"
Banks,2020,Courtyard block,"$510,000"
Banks,2020,Single residential dwelling,"$510,000"
Banks,2020,Multiple unit dwelling,"$505,000"
Banks,2020,–,"$500,000"
Banks,2020,–,"$495,000"
Banks,2020,Medium density dwelling,"$490,000"
Banks,2020,Multiple unit dwelling,"$490,000"
Banks,2020,Multiple unit dwelling,"$490,000"
Banks,2020,–,"$490,000"
Banks,2020,Medium density dwelling,"$488,000"
Banks,2020,Cottage block,"$487,000"
Banks,2020,Multiple unit dwelling,"$485,000"
Banks,2020,–,"$483,000"
Banks,2020,Multiple unit dwelling,"$483,000"
Banks,2020,Cottage block,"$480,000"
Banks,2020,Medium density dwelling,"$475,000"
Banks,2020,Cottage block,"$470,000"
Banks,2020,Medium density dwelling,"$465,000"
Banks,2020,Medium density dwelling,"$463,000"
Banks,2020,–,"$460,000"
Banks,2020,Medium density dwelling,"$455,000"
Banks,2020,Multiple unit dwelling,"$455,000"
Banks,2020,Multiple unit dwelling,"$453,000"
Banks,2020,Medium density dwelling,"$450,000"
Banks,2020,Multiple unit dwelling,"$445,000"
Banks,2020,Medium density dwelling,"$445,000"
Banks,2020,Cottage block,"$440,000"
Banks,2020,Multiple unit dwelling,"$440,000"
Banks,2020,Multiple unit dwelling,"$439,000"
Banks,2020,Multiple unit dwelling,"$428,000"
Banks,2020,–,"$428,000"
Banks,2020,Multiple unit dwelling,"$427,500"
Banks,2020,–,"$420,000"
Banks,2020,Multiple unit dwelling,"$420,000"
Banks,2020,Multiple unit dwelling,"$419,546"
Banks,2020,Multiple unit dwelling,"$415,000"
Banks,2020,Multiple unit dwelling,"$412,000"
Banks,2020,Multiple unit dwelling,"$360,000"
Banks,2020,Single residential dwelling,"$350,000"
Banks,2020,Single residential dwelling,"$86,000"
Banks,2020,Multiple unit dwelling,$0
Banks,2020,Multiple unit dwelling,$0
Banks,2020,Medium density dwelling,$0
Banks,2020,Medium density dwelling,$0
Banks,2020,Medium density dwelling,$0
Banks,2020,Multiple unit dwelling,$0
Banks,2020,Multiple unit dwelling,$0
Banks,2020,Medium density dwelling,$0
Banks,2020,Cottage block,$0
Barton,2007,Office,"$24,250,000"
Barton,2007,Residential,"$14,750,000"
Barton,2007,"Office,professional suite","$2,760,000"
Barton,2007,Single residential dwelling,"$1,705,000"
Barton,2007,–,"$1,705,000"
Barton,2007,Multiple unit dwelling,"$870,000"
Barton,2007,–,"$870,000"
Barton,2007,Single residential dwelling,"$825,000"
Barton,2007,–,"$817,000"
Barton,2007,Single residential dwelling,"$800,000"
Barton,2007,Multiple unit dwelling,"$710,000"
Barton,2007,–,"$710,000"
Barton,2007,–,"$699,000"
Barton,2007,Multiple unit dwelling,"$699,000"
Barton,2007,"Office,professional suite","$670,000"
Barton,2007,–,"$620,000"
Barton,2007,Multiple unit dwelling,"$620,000"
Barton,2007,–,"$617,000"
Barton,2007,Multiple unit dwelling,"$613,000"
Barton,2007,Multiple unit dwelling,"$608,000"
Barton,2007,Multiple unit dwelling,"$595,000"
Barton,2007,–,"$595,000"
Barton,2007,–,"$568,000"
Barton,2007,Multiple unit dwelling,"$568,000"
Barton,2007,"Office,professional suite","$562,000"
Barton,2007,Multiple unit dwelling,"$549,950"
Barton,2007,–,"$547,000"
Barton,2007,Multiple unit dwelling,"$547,000"
Barton,2007,–,"$530,000"
Barton,2007,Multiple unit dwelling,"$530,000"
Barton,2007,Multiple unit dwelling,"$530,000"
Barton,2007,Multiple unit dwelling,"$495,000"
Barton,2007,–,"$495,000"
Barton,2007,Multiple unit dwelling,"$490,000"
Barton,2007,Multiple unit dwelling,"$486,000"
Barton,2007,–,"$486,000"
Barton,2007,Multiple unit dwelling,"$480,000"
Barton,2007,Multiple unit dwelling,"$470,000"
Barton,2007,–,"$470,000"
Barton,2007,Multiple unit dwelling,"$445,000"
Barton,2007,–,"$445,000"
Barton,2007,Multiple unit dwelling,"$430,500"
Barton,2007,Multiple unit dwelling,"$405,000"
Barton,2007,Multiple unit dwelling,"$403,000"
Barton,2007,Multiple unit dwelling,"$381,000"
Barton,2007,–,"$381,000"
Barton,2007,Multiple unit dwelling,"$377,000"
Barton,2007,–,"$377,000"
Barton,2007,Multiple unit dwelling,"$376,000"
Barton,2007,–,"$375,000"
Barton,2007,Multiple unit dwelling,"$373,000"
Barton,2007,Multiple unit dwelling,"$373,000"
Barton,2007,Multiple unit dwelling,"$370,000"
Barton,2007,Multiple unit dwelling,"$369,000"
Barton,2007,–,"$369,000"
Barton,2007,–,"$367,500"
Barton,2007,Multiple unit dwelling,"$365,000"
Barton,2007,Multiple unit dwelling,"$365,000"
Barton,2007,Multiple unit dwelling,"$364,000"
Barton,2007,–,"$363,000"
Barton,2007,Multiple unit dwelling,"$363,000"
Barton,2007,Multiple unit dwelling,"$362,500"
Barton,2007,–,"$362,500"
Barton,2007,–,"$360,000"
Barton,2007,Multiple unit dwelling,"$360,000"
Barton,2007,–,"$350,000"
Barton,2007,Multiple unit dwelling,"$350,000"
Barton,2007,Multiple unit dwelling,"$345,000"
Barton,2007,Multiple unit dwelling,"$335,000"
Barton,2007,–,"$335,000"
Barton,2007,–,"$335,000"
Barton,2007,–,"$335,000"
Barton,2007,Multiple unit dwelling,"$331,000"
Barton,2007,–,"$330,999"
Barton,2007,Multiple unit dwelling,"$327,000"
Barton,2007,Multiple unit dwelling,"$327,000"
Barton,2007,–,"$327,000"
